,data_type_code,time_slot_id,seasonally_adj,category_code,cell_value,time
46311,E_MPCSM,796,yes,4481,0.4,2016-04
46312,SM,796,no,44811,729,2016-04
46313,MPCSM,796,no,44811,3.3,2016-04
46314,E_MPCSM,796,no,44811,1.9,2016-04
46315,E_SM,796,no,44811,10.3,2016-04
46316,SM,796,yes,44811,702,2016-04
46317,MPCSM,796,yes,44811,-1.8,2016-04
46318,E_MPCSM,796,yes,44811,1.9,2016-04
46319,E_SM,796,yes,44811,10.3,2016-04
46320,MPCSM,796,no,44812,-3.8,2016-04
46321,SM,796,no,44812,3519,2016-04
46322,E_SM,796,no,44812,4.7,2016-04
46323,E_MPCSM,796,no,44812,0.5,2016-04
46324,SM,796,yes,44812,3403,2016-04
46325,MPCSM,796,yes,44812,-1.7,2016-04
46326,E_SM,796,yes,44812,4.7,2016-04
46327,E_MPCSM,796,yes,44812,0.5,2016-04
46328,SM,796,no,44814,8016,2016-04
46329,MPCSM,796,no,44814,-5.6,2016-04
46330,E_SM,796,no,44814,3.5,2016-04
46331,E_MPCSM,796,no,44814,0.3,2016-04
46332,E_SM,796,yes,44814,3.5,2016-04
46333,E_MPCSM,796,yes,44814,0.3,2016-04
46334,SM,796,no,44819,1355,2016-04
46335,MPCSM,796,no,44819,-7.2,2016-04
46336,E_SM,796,no,44819,8.9,2016-04
46337,E_MPCSM,796,no,44819,1.2,2016-04
46338,E_SM,796,yes,44819,8.9,2016-04
46339,E_MPCSM,796,yes,44819,1.2,2016-04
46340,MPCSM,796,no,4482,-9.9,2016-04
46341,SM,796,no,4482,2855,2016-04
46342,E_SM,796,no,4482,4.4,2016-04
46343,E_MPCSM,796,no,4482,0.8,2016-04
46344,SM,796,yes,4482,2937,2016-04
46345,MPCSM,796,yes,4482,-0.5,2016-04
46346,E_SM,796,yes,4482,4.4,2016-04
46347,E_MPCSM,796,yes,4482,0.8,2016-04
46348,SM,796,no,44831,2285,2016-04
46349,MPCSM,796,no,44831,7.0,2016-04
46350,E_SM,796,no,44831,3.0,2016-04
46351,E_MPCSM,796,no,44831,1.3,2016-04
46352,MPCSM,796,yes,44831,-0.6,2016-04
46353,SM,796,yes,44831,2562,2016-04
46354,E_SM,796,yes,44831,3.0,2016-04
46355,E_MPCSM,796,yes,44831,1.3,2016-04
46356,MPCSM,796,no,44W72,-2.4,2016-04
46357,SM,796,no,44W72,320379,2016-04
46358,MPCSM,796,yes,44W72,0.2,2016-04
46359,SM,796,yes,44W72,325840,2016-04
46360,MPCSM,796,no,44X72,-2.1,2016-04
46361,SM,796,no,44X72,451435,2016-04
46362,E_SM,796,no,44X72,0.5,2016-04
46363,E_MPCSM,796,no,44X72,0.1,2016-04
46364,SM,796,yes,44X72,453034,2016-04
46365,MPCSM,796,yes,44X72,0.4,2016-04
46366,E_SM,796,yes,44X72,0.5,2016-04
46367,E_MPCSM,796,yes,44X72,0.1,2016-04
46368,MPCSM,796,no,44Y72,-1.8,2016-04
46369,SM,796,no,44Y72,354597,2016-04
46370,E_SM,796,no,44Y72,0.6,2016-04
46371,E_MPCSM,796,no,44Y72,0.1,2016-04
46372,SM,796,yes,44Y72,359990,2016-04
46373,MPCSM,796,yes,44Y72,0.4,2016-04
46374,E_SM,796,yes,44Y72,0.6,2016-04
46375,E_MPCSM,796,yes,44Y72,0.1,2016-04
46376,SM,796,no,44Z72,417217,2016-04
46377,MPCSM,796,no,44Z72,-2.7,2016-04
46378,SM,796,yes,44Z72,418884,2016-04
46379,MPCSM,796,yes,44Z72,0.2,2016-04
46380,SM,796,no,451,6518,2016-04
46381,MPCSM,796,no,451,-6.1,2016-04
46382,E_SM,796,no,451,2.3,2016-04
46383,E_MPCSM,796,no,451,0.5,2016-04
46384,MPCSM,796,yes,451,-1.0,2016-04
46385,SM,796,yes,451,7226,2016-04
46386,E_SM,796,yes,451,2.3,2016-04
46387,E_MPCSM,796,yes,451,0.5,2016-04
46388,MPCSM,796,no,45111,-7.0,2016-04
46389,SM,796,no,45111,3732,2016-04
46390,E_SM,796,no,45111,3.0,2016-04
46391,E_MPCSM,796,no,45111,0.8,2016-04
46392,E_SM,796,yes,45111,3.0,2016-04
46393,E_MPCSM,796,yes,45111,0.8,2016-04
46394,SM,796,no,45112,1246,2016-04
46395,MPCSM,796,no,45112,-9.1,2016-04
46396,E_SM,796,no,45112,3.0,2016-04
46397,E_MPCSM,796,no,45112,0.3,2016-04
46398,E_SM,796,yes,45112,3.0,2016-04
46399,E_MPCSM,796,yes,45112,0.3,2016-04
46400,SM,796,no,451211,672,2016-04
46401,MPCSM,796,no,451211,-1.5,2016-04
46402,E_SM,796,no,451211,3.7,2016-04
46403,E_MPCSM,796,no,451211,0.5,2016-04
46404,E_SM,796,yes,451211,3.7,2016-04
46405,E_MPCSM,796,yes,451211,0.5,2016-04
46406,MPCSM,796,no,452,-4.6,2016-04
46407,MPCIM,796,no,452,-0.7,2016-04
46408,SM,796,no,452,53242,2016-04
46409,IM,796,no,452,81536,2016-04
46410,IR,796,no,452,1.53,2016-04
46411,E_SM,796,no,452,0.2,2016-04
46412,E_IM,796,no,452,0.4,2016-04
46413,E_MPCSM,796,no,452,0.0,2016-04
46414,E_MPCIM,796,no,452,0.0,2016-04
46415,E_IR,796,no,452,0.00,2016-04
46416,MPCIM,796,yes,452,-0.2,2016-04
46417,SM,796,yes,452,56253,2016-04
46418,IM,796,yes,452,83849,2016-04
46419,IR,796,yes,452,1.49,2016-04
46420,MPCSM,796,yes,452,-0.3,2016-04
46421,E_SM,796,yes,452,0.2,2016-04
46422,E_IM,796,yes,452,0.4,2016-04
46423,E_MPCSM,796,yes,452,0.0,2016-04
46424,E_MPCIM,796,yes,452,0.0,2016-04
46425,E_IR,796,yes,452,0.00,2016-04
46426,MPCSM,796,no,452111E,-4.9,2016-04
46427,SM,796,no,452111E,4208,2016-04
46428,E_SM,796,no,452111E,0.0,2016-04
46429,E_MPCSM,796,no,452111E,0.0,2016-04
46430,E_SM,796,yes,452111E,0.0,2016-04
46431,E_MPCSM,796,yes,452111E,0.0,2016-04
46432,MPCSM,796,no,452111I,0.3,2016-04
46433,SM,796,no,452111I,4643,2016-04
46434,E_SM,796,no,452111I,0.0,2016-04
46435,E_MPCSM,796,no,452111I,0.0,2016-04
46436,E_SM,796,yes,452111I,0.0,2016-04
46437,E_MPCSM,796,yes,452111I,0.0,2016-04
46438,MPCSM,796,no,452112E,-8.6,2016-04
46439,SM,796,no,452112E,7331,2016-04
46440,E_SM,796,no,452112E,0.0,2016-04
46441,E_MPCSM,796,no,452112E,0.0,2016-04
46442,E_SM,796,yes,452112E,0.0,2016-04
46443,E_MPCSM,796,yes,452112E,0.0,2016-04
46444,MPCSM,796,no,452112I,-10.0,2016-04
46445,SM,796,no,452112I,7516,2016-04
46446,E_SM,796,no,452112I,0.0,2016-04
46447,E_MPCSM,796,no,452112I,0.0,2016-04
46448,E_SM,796,yes,452112I,0.0,2016-04
46449,E_MPCSM,796,yes,452112I,0.0,2016-04
46450,MPCSM,796,no,4521E,-7.3,2016-04
46451,SM,796,no,4521E,11539,2016-04
46452,IM,796,no,4521E,28172,2016-04
46453,IR,796,no,4521E,2.44,2016-04
46454,MPCIM,796,no,4521E,0.0,2016-04
46455,E_SM,796,no,4521E,0.0,2016-04
46456,E_IM,796,no,4521E,0.0,2016-04
46457,E_MPCSM,796,no,4521E,0.0,2016-04
46458,E_MPCIM,796,no,4521E,0.0,2016-04
46459,E_IR,796,no,4521E,0.00,2016-04
46460,SM,796,yes,4521E,12820,2016-04
46461,IM,796,yes,4521E,28835,2016-04
46462,IR,796,yes,4521E,2.25,2016-04
46463,MPCIM,796,yes,4521E,-0.6,2016-04
46464,MPCSM,796,yes,4521E,-2.0,2016-04
46465,E_SM,796,yes,4521E,0.0,2016-04
46466,E_IM,796,yes,4521E,0.0,2016-04
46467,E_MPCSM,796,yes,4521E,0.0,2016-04
46468,E_MPCIM,796,yes,4521E,0.0,2016-04
46469,E_IR,796,yes,4521E,0.00,2016-04
46470,SM,796,no,4521I,12159,2016-04
46471,MPCSM,796,no,4521I,-6.3,2016-04
46472,E_SM,796,no,4521I,0.0,2016-04
46473,E_MPCSM,796,no,4521I,0.0,2016-04
46474,E_SM,796,yes,4521I,0.0,2016-04
46475,E_MPCSM,796,yes,4521I,0.0,2016-04
46476,MPCSM,796,no,4529,-3.8,2016-04
46477,SM,796,no,4529,41703,2016-04
46478,E_SM,796,no,4529,0.3,2016-04
46479,E_MPCSM,796,no,4529,0.0,2016-04
46480,SM,796,yes,4529,43433,2016-04
46481,MPCSM,796,yes,4529,0.3,2016-04
46482,E_SM,796,yes,4529,0.3,2016-04
46483,E_MPCSM,796,yes,4529,0.0,2016-04
46484,MPCSM,796,no,45291,-3.4,2016-04
46485,SM,796,no,45291,35968,2016-04
46486,E_SM,796,no,45291,0.0,2016-04
46487,E_MPCSM,796,no,45291,0.0,2016-04
46488,SM,796,yes,45291,37428,2016-04
46489,MPCSM,796,yes,45291,0.2,2016-04
46490,E_SM,796,yes,45291,0.0,2016-04
46491,E_MPCSM,796,yes,45291,0.0,2016-04
46492,MPCSM,796,no,45299,-6.1,2016-04
46493,SM,796,no,45299,5735,2016-04
46494,E_SM,796,no,45299,2.2,2016-04
46495,E_MPCSM,796,no,45299,0.3,2016-04
46496,SM,796,yes,45299,6005,2016-04
46497,MPCSM,796,yes,45299,0.4,2016-04
46498,E_SM,796,yes,45299,2.2,2016-04
46499,E_MPCSM,796,yes,45299,0.3,2016-04
46500,SM,796,no,453,9870,2016-04
46501,MPCSM,796,no,453,0.7,2016-04
46502,E_SM,796,no,453,1.8,2016-04
46503,E_MPCSM,796,no,453,1.0,2016-04
46504,SM,796,yes,453,10222,2016-04
46505,MPCSM,796,yes,453,1.4,2016-04
46506,E_SM,796,yes,453,1.8,2016-04
46507,E_MPCSM,796,yes,453,1.0,2016-04
46508,MPCSM,796,no,4532,-0.3,2016-04
46509,SM,796,no,4532,2324,2016-04
46510,E_SM,796,no,4532,4.9,2016-04
46511,E_MPCSM,796,no,4532,0.6,2016-04
46512,E_SM,796,yes,4532,4.9,2016-04
46513,E_MPCSM,796,yes,4532,0.6,2016-04
46514,SM,796,no,45321,1071,2016-04
46515,MPCSM,796,no,45321,-6.6,2016-04
46516,E_SM,796,no,45321,3.2,2016-04
46517,E_MPCSM,796,no,45321,0.5,2016-04
46518,E_SM,796,yes,45321,3.2,2016-04
46519,E_MPCSM,796,yes,45321,0.5,2016-04
46520,MPCSM,796,no,45322,5.8,2016-04
46521,SM,796,no,45322,1253,2016-04
46522,E_SM,796,no,45322,8.5,2016-04
46523,E_MPCSM,796,no,45322,1.0,2016-04
46524,E_SM,796,yes,45322,8.5,2016-04
46525,E_MPCSM,796,yes,45322,1.0,2016-04
46526,MPCSM,796,no,45330,1.0,2016-04
46527,SM,796,no,45330,1412,2016-04
46528,E_SM,796,no,45330,8.3,2016-04
46529,E_MPCSM,796,no,45330,2.0,2016-04
46530,E_SM,796,yes,45330,8.3,2016-04
46531,E_MPCSM,796,yes,45330,2.0,2016-04
46532,MPCSM,796,no,454,-4.9,2016-04
46533,SM,796,no,454,42936,2016-04
46534,E_SM,796,no,454,1.6,2016-04
46535,E_MPCSM,796,no,454,0.2,2016-04
46536,SM,796,yes,454,45323,2016-04
46537,MPCSM,796,yes,454,1.1,2016-04
46538,E_SM,796,yes,454,1.6,2016-04
46539,E_MPCSM,796,yes,454,0.2,2016-04
46540,SM,796,no,4541,37143,2016-04
46541,MPCSM,796,no,4541,-4.1,2016-04
46542,E_SM,796,no,4541,1.8,2016-04
46543,E_MPCSM,796,no,4541,0.2,2016-04
46544,SM,796,yes,4541,39263,2016-04
46545,MPCSM,796,yes,4541,0.3,2016-04
46546,E_SM,796,yes,4541,1.8,2016-04
46547,E_MPCSM,796,yes,4541,0.2,2016-04
46548,SM,796,no,45431,1727,2016-04
46549,MPCSM,796,no,45431,-23.7,2016-04
46550,E_SM,796,no,45431,5.0,2016-04
46551,E_MPCSM,796,no,45431,0.7,2016-04
46552,SM,796,yes,45431,1994,2016-04
46553,MPCSM,796,yes,45431,17.6,2016-04
46554,E_SM,796,yes,45431,5.0,2016-04
46555,E_MPCSM,796,yes,45431,0.7,2016-04
46556,MPCSM,796,no,722,0.8,2016-04
46557,SM,796,no,722,56336,2016-04
46558,E_SM,796,no,722,2.0,2016-04
46559,E_MPCSM,796,no,722,0.3,2016-04
46560,MPCSM,796,yes,722,0.5,2016-04
46561,SM,796,yes,722,54221,2016-04
46562,E_SM,796,yes,722,2.0,2016-04
46563,E_MPCSM,796,yes,722,0.3,2016-04
46564,MPCSM,796,no,7221,0.0,2016-04
46565,SM,796,no,7221,24961,2016-04
46566,E_MPCSM,796,no,7221,0.4,2016-04
46567,E_SM,796,no,7221,3.8,2016-04
46568,E_MPCSM,796,yes,7221,0.4,2016-04
46569,E_SM,796,yes,7221,3.8,2016-04
46570,MPCSM,796,no,7222,-0.5,2016-04
46571,SM,796,no,7222,24422,2016-04
46572,E_SM,796,no,7222,3.4,2016-04
46573,E_MPCSM,796,no,7222,0.4,2016-04
46574,E_SM,796,yes,7222,3.4,2016-04
46575,E_MPCSM,796,yes,7222,0.4,2016-04
46576,MPCSM,796,no,7224,-1.4,2016-04
46577,SM,796,no,7224,2063,2016-04
46578,E_SM,796,no,7224,4.2,2016-04
46579,E_MPCSM,796,no,7224,1.0,2016-04
46580,E_SM,796,yes,7224,4.2,2016-04
46581,E_MPCSM,796,yes,7224,1.0,2016-04
46582,MPCSM,796,no,7225,-0.4,2016-04
46583,SM,796,no,7225,48893,2016-04
46584,SM,796,no,722511,24478,2016-04
46585,MPCSM,796,no,722511,-0.3,2016-04
46586,E_SM,796,no,722511,3.8,2016-04
46587,E_MPCSM,796,no,722511,0.4,2016-04
46588,E_SM,796,yes,722511,3.8,2016-04
46589,E_MPCSM,796,yes,722511,0.4,2016-04
46590,MPCSM,796,no,72251X,-0.6,2016-04
46591,SM,796,no,72251X,24415,2016-04
46592,E_SM,796,no,72251X,3.4,2016-04
46593,E_MPCSM,796,no,72251X,0.4,2016-04
46594,E_SM,796,yes,72251X,3.4,2016-04
46595,E_MPCSM,796,yes,72251X,0.4,2016-04
46596,MPCSM,797,no,44000,4.6,2016-05
46597,IR,797,no,44000,1.44,2016-05
46598,IM,797,no,44000,595455,2016-05
46599,SM,797,no,44000,413410,2016-05
46600,MPCIM,797,no,44000,-0.8,2016-05
46601,E_SM,797,no,44000,0.5,2016-05
46602,E_IM,797,no,44000,0.8,2016-05
46603,E_MPCSM,797,no,44000,0.1,2016-05
46604,E_MPCIM,797,no,44000,0.1,2016-05
46605,E_IR,797,no,44000,0.01,2016-05
46606,IR,797,yes,44000,1.50,2016-05
46607,IM,797,yes,44000,602579,2016-05
46608,SM,797,yes,44000,400435,2016-05
46609,MPCIM,797,yes,44000,0.3,2016-05
46610,MPCSM,797,yes,44000,0.4,2016-05
46611,E_SM,797,yes,44000,0.5,2016-05
46612,E_IM,797,yes,44000,0.8,2016-05
46613,E_MPCSM,797,yes,44000,0.1,2016-05
46614,E_MPCIM,797,yes,44000,0.1,2016-05
46615,E_IR,797,yes,44000,0.01,2016-05
46616,MPCIM,797,no,4400A,-0.3,2016-05
46617,IR,797,no,4400A,1.23,2016-05
46618,MPCSM,797,no,4400A,5.7,2016-05
46619,IM,797,no,4400A,388336,2016-05
46620,SM,797,no,4400A,315328,2016-05
46621,E_SM,797,no,4400A,0.5,2016-05
46622,E_IM,797,no,4400A,0.6,2016-05
46623,E_MPCSM,797,no,4400A,0.1,2016-05
46624,E_MPCIM,797,no,4400A,0.1,2016-05
46625,E_IR,797,no,4400A,0.01,2016-05
46626,IM,797,yes,4400A,396249,2016-05
46627,IR,797,yes,4400A,1.29,2016-05
46628,SM,797,yes,4400A,307233,2016-05
46629,MPCIM,797,yes,4400A,0.3,2016-05
46630,MPCSM,797,yes,4400A,0.5,2016-05
46631,E_SM,797,yes,4400A,0.5,2016-05
46632,E_IM,797,yes,4400A,0.6,2016-05
46633,E_MPCSM,797,yes,4400A,0.1,2016-05
46634,E_MPCIM,797,yes,4400A,0.1,2016-05
46635,E_IR,797,yes,4400A,0.01,2016-05
46636,SM,797,no,4400C,103414,2016-05
46637,MPCSM,797,no,4400C,5.4,2016-05
46638,E_SM,797,no,4400C,0.6,2016-05
46639,E_MPCSM,797,no,4400C,0.1,2016-05
46640,SM,797,yes,4400C,104879,2016-05
46641,MPCSM,797,yes,4400C,0.1,2016-05
46642,E_SM,797,yes,4400C,0.6,2016-05
46643,E_MPCSM,797,yes,4400C,0.1,2016-05
46644,MPCIM,797,no,441,-1.6,2016-05
46645,IR,797,no,441,2.11,2016-05
46646,MPCSM,797,no,441,1.3,2016-05
46647,IM,797,no,441,207119,2016-05
46648,SM,797,no,441,98082,2016-05
46649,E_SM,797,no,441,1.0,2016-05
46650,E_IM,797,no,441,1.5,2016-05
46651,E_MPCSM,797,no,441,0.3,2016-05
46652,E_MPCIM,797,no,441,0.2,2016-05
46653,E_IR,797,no,441,0.02,2016-05
46654,IR,797,yes,441,2.21,2016-05
46655,MPCIM,797,yes,441,0.3,2016-05
46656,IM,797,yes,441,206330,2016-05
46657,SM,797,yes,441,93202,2016-05
46658,MPCSM,797,yes,441,0.2,2016-05
46659,E_SM,797,yes,441,1.0,2016-05
46660,E_IM,797,yes,441,1.5,2016-05
46661,E_MPCSM,797,yes,441,0.3,2016-05
46662,E_MPCIM,797,yes,441,0.2,2016-05
46663,E_IR,797,yes,441,0.02,2016-05
46664,MPCSM,797,no,4411,1.1,2016-05
46665,SM,797,no,4411,83174,2016-05
46666,E_SM,797,no,4411,1.1,2016-05
46667,E_MPCSM,797,no,4411,0.3,2016-05
46668,E_SM,797,yes,4411,1.1,2016-05
46669,E_MPCSM,797,yes,4411,0.3,2016-05
46670,MPCSM,797,no,44111,2.1,2016-05
46671,SM,797,no,44111,74684,2016-05
46672,E_SM,797,no,44111,1.1,2016-05
46673,E_MPCSM,797,no,44111,0.3,2016-05
46674,E_SM,797,yes,44111,1.1,2016-05
46675,E_MPCSM,797,yes,44111,0.3,2016-05
46676,MPCSM,797,no,44112,-6.6,2016-05
46677,SM,797,no,44112,8490,2016-05
46678,E_SM,797,no,44112,3.2,2016-05
46679,E_MPCSM,797,no,44112,1.1,2016-05
46680,E_SM,797,yes,44112,3.2,2016-05
46681,E_MPCSM,797,yes,44112,1.1,2016-05
46682,MPCSM,797,no,4413,1.5,2016-05
46683,SM,797,no,4413,7611,2016-05
46684,E_SM,797,no,4413,4.5,2016-05
46685,E_MPCSM,797,no,4413,1.5,2016-05
46686,MPCSM,797,yes,4413,0.8,2016-05
46687,SM,797,yes,4413,7447,2016-05
46688,E_SM,797,yes,4413,4.5,2016-05
46689,E_MPCSM,797,yes,4413,1.5,2016-05
46690,MPCSM,797,no,441X,1.3,2016-05
46691,SM,797,no,441X,90471,2016-05
46692,E_SM,797,no,441X,1.0,2016-05
46693,E_MPCSM,797,no,441X,0.3,2016-05
46694,SM,797,yes,441X,85755,2016-05
46695,MPCSM,797,yes,441X,0.1,2016-05
46696,E_SM,797,yes,441X,1.0,2016-05
46697,E_MPCSM,797,yes,441X,0.3,2016-05
46698,MPCSM,797,no,442,4.6,2016-05
46699,SM,797,no,442,8988,2016-05
46700,E_SM,797,no,442,2.4,2016-05
46701,E_MPCSM,797,no,442,0.8,2016-05
46702,SM,797,yes,442,9116,2016-05
46703,MPCSM,797,yes,442,0.5,2016-05
46704,E_SM,797,yes,442,2.4,2016-05
46705,E_MPCSM,797,yes,442,0.8,2016-05
46706,MPCSM,797,no,4421,5.9,2016-05
46707,SM,797,no,4421,4890,2016-05
46708,E_SM,797,no,4421,3.0,2016-05
46709,E_MPCSM,797,no,4421,1.1,2016-05
46710,E_SM,797,yes,4421,3.0,2016-05
46711,E_MPCSM,797,yes,4421,1.1,2016-05
46712,MPCSM,797,no,4422,3.0,2016-05
46713,SM,797,no,4422,4098,2016-05
46714,E_SM,797,no,4422,3.5,2016-05
46715,E_MPCSM,797,no,4422,1.1,2016-05
46716,E_SM,797,yes,4422,3.5,2016-05
46717,E_MPCSM,797,yes,4422,1.1,2016-05
46718,MPCSM,797,no,44221,1.4,2016-05
46719,SM,797,no,44221,1694,2016-05
46720,E_SM,797,no,44221,5.8,2016-05
46721,E_MPCSM,797,no,44221,2.4,2016-05
46722,E_SM,797,yes,44221,5.8,2016-05
46723,E_MPCSM,797,yes,44221,2.4,2016-05
46724,SM,797,no,442299,2257,2016-05
46725,MPCSM,797,no,442299,5.9,2016-05
46726,E_SM,797,no,442299,3.5,2016-05
46727,E_MPCSM,797,no,442299,0.9,2016-05
46728,E_SM,797,yes,442299,3.5,2016-05
46729,E_MPCSM,797,yes,442299,0.9,2016-05
46730,MPCSM,797,no,4423X,5.7,2016-05
46731,MPCIM,797,no,4423X,0.7,2016-05
46732,IR,797,no,4423X,1.62,2016-05
46733,IM,797,no,4423X,26792,2016-05
46734,SM,797,no,4423X,16555,2016-05
46735,E_MPCIM,797,no,4423X,0.2,2016-05
46736,E_SM,797,no,4423X,2.0,2016-05
46737,E_IM,797,no,4423X,2.2,2016-05
46738,E_MPCSM,797,no,4423X,0.5,2016-05
46739,E_IR,797,no,4423X,0.04,2016-05
46740,IR,797,yes,4423X,1.58,2016-05
46741,MPCIM,797,yes,4423X,0.4,2016-05
46742,IM,797,yes,4423X,27649,2016-05
46743,SM,797,yes,4423X,17450,2016-05
46744,MPCSM,797,yes,4423X,0.4,2016-05
46745,E_MPCIM,797,yes,4423X,0.2,2016-05
46746,E_SM,797,yes,4423X,2.0,2016-05
46747,E_IM,797,yes,4423X,2.2,2016-05
46748,E_MPCSM,797,yes,4423X,0.5,2016-05
46749,E_IR,797,yes,4423X,0.04,2016-05
46750,SM,797,no,443,7567,2016-05
46751,MPCSM,797,no,443,7.1,2016-05
46752,E_SM,797,no,443,3.1,2016-05
46753,E_MPCSM,797,no,443,0.4,2016-05
46754,SM,797,yes,443,8334,2016-05
46755,MPCSM,797,yes,443,0.3,2016-05
46756,E_SM,797,yes,443,3.1,2016-05
46757,E_MPCSM,797,yes,443,0.4,2016-05
46758,MPCSM,797,no,44311,6.2,2016-05
46759,SM,797,no,44311,5490,2016-05
46760,E_SM,797,no,44311,4.5,2016-05
46761,E_MPCSM,797,no,44311,0.6,2016-05
46762,E_SM,797,yes,44311,4.5,2016-05
46763,E_MPCSM,797,yes,44311,0.6,2016-05
46764,MPCSM,797,no,443111,9.2,2016-05
46765,SM,797,no,443111,1397,2016-05
46766,E_MPCSM,797,no,443111,1.3,2016-05
46767,E_SM,797,no,443111,4.2,2016-05
46768,E_MPCSM,797,yes,443111,1.3,2016-05
46769,E_SM,797,yes,443111,4.2,2016-05
46770,MPCSM,797,no,443112,5.2,2016-05
46771,SM,797,no,443112,4093,2016-05
46772,E_SM,797,no,443112,6.3,2016-05
46773,E_MPCSM,797,no,443112,0.6,2016-05
46774,E_SM,797,yes,443112,6.3,2016-05
46775,E_MPCSM,797,yes,443112,0.6,2016-05
46776,SM,797,no,44312,(S),2016-05
46777,E_SM,797,no,44312,(S),2016-05
46778,E_MPCSM,797,no,44312,(S),2016-05
46779,SM,797,yes,44312,(S),2016-05
46780,E_SM,797,yes,44312,(S),2016-05
46781,E_MPCSM,797,yes,44312,(S),2016-05
46782,SM,797,no,443141,1436,2016-05
46783,MPCSM,797,no,443141,9.5,2016-05
46784,E_SM,797,no,443141,4.2,2016-05
46785,E_MPCSM,797,no,443141,1.3,2016-05
46786,E_SM,797,yes,443141,4.2,2016-05
46787,E_MPCSM,797,yes,443141,1.3,2016-05
46788,MPCSM,797,no,443142,6.6,2016-05
46789,SM,797,no,443142,6131,2016-05
46790,MPCIM,797,no,444,-1.8,2016-05
46791,IM,797,no,444,53121,2016-05
46792,IR,797,no,444,1.53,2016-05
46793,SM,797,no,444,34650,2016-05
46794,MPCSM,797,no,444,6.9,2016-05
46795,E_SM,797,no,444,1.9,2016-05
46796,E_IM,797,no,444,1.5,2016-05
46797,E_MPCSM,797,no,444,0.4,2016-05
46798,E_MPCIM,797,no,444,0.2,2016-05
46799,E_IR,797,no,444,0.03,2016-05
46800,IM,797,yes,444,51275,2016-05
46801,IR,797,yes,444,1.81,2016-05
46802,SM,797,yes,444,28350,2016-05
46803,MPCIM,797,yes,444,0.6,2016-05
46804,MPCSM,797,yes,444,-1.5,2016-05
46805,E_SM,797,yes,444,1.9,2016-05
46806,E_IM,797,yes,444,1.5,2016-05
46807,E_MPCSM,797,yes,444,0.4,2016-05
46808,E_MPCIM,797,yes,444,0.2,2016-05
46809,E_IR,797,yes,444,0.03,2016-05
46810,SM,797,no,4441,28797,2016-05
46811,MPCSM,797,no,4441,7.2,2016-05
46812,E_SM,797,no,4441,1.7,2016-05
46813,E_MPCSM,797,no,4441,0.2,2016-05
46814,SM,797,yes,4441,24676,2016-05
46815,MPCSM,797,yes,4441,-1.1,2016-05
46816,E_SM,797,yes,4441,1.7,2016-05
46817,E_MPCSM,797,yes,4441,0.2,2016-05
46818,SM,797,no,44412,999,2016-05
46819,MPCSM,797,no,44412,4.0,2016-05
46820,E_SM,797,no,44412,4.6,2016-05
46821,E_MPCSM,797,no,44412,0.4,2016-05
46822,E_SM,797,yes,44412,4.6,2016-05
46823,E_MPCSM,797,yes,44412,0.4,2016-05
46824,SM,797,no,44413,2193,2016-05
46825,MPCSM,797,no,44413,5.0,2016-05
46826,E_SM,797,no,44413,4.3,2016-05
46827,E_MPCSM,797,no,44413,1.1,2016-05
46828,E_SM,797,yes,44413,4.3,2016-05
46829,E_MPCSM,797,yes,44413,1.1,2016-05
46830,MPCIM,797,no,445,0.8,2016-05
46831,IR,797,no,445,0.77,2016-05
46832,IM,797,no,445,45676,2016-05
46833,SM,797,no,445,59028,2016-05
46834,MPCSM,797,no,445,5.3,2016-05
46835,E_MPCSM,797,no,445,0.2,2016-05
46836,E_SM,797,no,445,1.4,2016-05
46837,E_IM,797,no,445,1.5,2016-05
46838,E_MPCIM,797,no,445,0.1,2016-05
46839,E_IR,797,no,445,0.01,2016-05
46840,IR,797,yes,445,0.79,2016-05
46841,IM,797,yes,445,46057,2016-05
46842,SM,797,yes,445,57962,2016-05
46843,MPCSM,797,yes,445,0.5,2016-05
46844,MPCIM,797,yes,445,0.2,2016-05
46845,E_MPCSM,797,yes,445,0.2,2016-05
46846,E_SM,797,yes,445,1.4,2016-05
46847,E_IM,797,yes,445,1.5,2016-05
46848,E_MPCIM,797,yes,445,0.1,2016-05
46849,E_IR,797,yes,445,0.01,2016-05
46850,MPCSM,797,no,4451,4.9,2016-05
46851,SM,797,no,4451,52740,2016-05
46852,E_MPCSM,797,no,4451,0.2,2016-05
46853,E_SM,797,no,4451,1.5,2016-05
46854,SM,797,yes,4451,51706,2016-05
46855,MPCSM,797,yes,4451,0.4,2016-05
46856,E_MPCSM,797,yes,4451,0.2,2016-05
46857,E_SM,797,yes,4451,1.5,2016-05
46858,MPCSM,797,no,44511,4.8,2016-05
46859,SM,797,no,44511,50386,2016-05
46860,E_SM,797,no,44511,1.3,2016-05
46861,E_MPCSM,797,no,44511,0.1,2016-05
46862,E_SM,797,yes,44511,1.3,2016-05
46863,E_MPCSM,797,yes,44511,0.1,2016-05
46864,MPCSM,797,no,4453,7.0,2016-05
46865,SM,797,no,4453,4396,2016-05
46866,E_SM,797,no,4453,2.6,2016-05
46867,E_MPCSM,797,no,4453,0.5,2016-05
46868,SM,797,yes,4453,4392,2016-05
46869,MPCSM,797,yes,4453,1.2,2016-05
46870,E_SM,797,yes,4453,2.6,2016-05
46871,E_MPCSM,797,yes,4453,0.5,2016-05
46872,MPCSM,797,no,446,2.0,2016-05
